date,state,district,new_enrolments,update_requests,address_updates,mobile_updates,biometric_updates,active_centres,operators,service_hours,failures
2025-11-30,Maharashtra,Mumbai,161,225,85,105,35,8,32,8,0
2025-12-01,Maharashtra,Mumbai,149,184,54,58,72,6,12,9,11
2025-12-02,Maharashtra,Mumbai,148,220,85,77,58,14,28,9,0
2025-12-03,Maharashtra,Mumbai,151,226,81,84,61,14,56,8,0
2025-12-04,Maharashtra,Mumbai,157,211,53,103,55,8,32,7,0
2025-12-05,Maharashtra,Mumbai,156,187,48,62,77,14,42,9,0
2025-12-06,Maharashtra,Mumbai,147,190,49,81,60,14,42,8,0
2025-12-07,Maharashtra,Mumbai,172,200,51,81,68,9,18,7,6
2025-12-08,Maharashtra,Mumbai,152,207,66,95,46,15,60,6,0
2025-12-09,Maharashtra,Mumbai,157,215,66,94,55,6,18,6,6
2025-12-10,Maharashtra,Mumbai,174,215,66,100,49,6,24,8,1
2025-12-11,Maharashtra,Mumbai,164,206,80,67,59,15,45,8,0
2025-12-12,Maharashtra,Mumbai,169,184,62,91,31,5,10,7,8
2025-12-13,Maharashtra,Mumbai,162,204,54,92,58,13,52,6,0
2025-12-14,Maharashtra,Mumbai,154,218,83,68,67,8,32,9,0
2025-12-15,Maharashtra,Mumbai,163,217,85,100,32,8,16,8,7
2025-12-16,Maharashtra,Mumbai,178,207,66,81,60,6,12,9,14
2025-12-17,Maharashtra,Mumbai,161,233,76,72,85,13,52,6,0
2025-12-18,Maharashtra,Mumbai,161,224,63,87,74,12,36,7,0
2025-12-19,Maharashtra,Mumbai,157,195,61,62,72,12,48,9,0
2025-12-20,Maharashtra,Mumbai,169,196,66,78,52,9,27,9,0
2025-12-21,Maharashtra,Mumbai,174,220,73,90,57,8,32,9,0
2025-12-22,Maharashtra,Mumbai,171,208,69,64,75,10,40,6,0
2025-12-23,Maharashtra,Mumbai,170,218,65,94,59,12,24,6,1
2025-12-24,Maharashtra,Mumbai,164,211,65,83,63,15,30,8,0
2025-12-25,Maharashtra,Mumbai,172,241,69,112,60,14,28,9,1
2025-12-26,Maharashtra,Mumbai,174,228,79,87,62,10,40,7,0
2025-12-27,Maharashtra,Mumbai,162,239,86,90,63,11,22,8,7
2025-12-28,Maharashtra,Mumbai,166,227,60,87,80,15,45,8,0
2025-12-29,Maharashtra,Mumbai,176,201,56,69,76,7,21,7,2
2025-12-30,Maharashtra,Mumbai,173,209,77,81,51,11,33,8,0
2024-01-01,Maharashtra,Pune,81,193,56,94,43,9,18,8,7
2024-01-02,Maharashtra,Pune,78,219,55,85,79,15,45,6,0
2024-01-03,Maharashtra,Pune,73,206,59,74,73,13,39,9,0
2024-01-04,Maharashtra,Pune,73,220,78,85,57,12,48,8,0
2024-01-05,Maharashtra,Pune,79,222,64,109,49,9,18,7,7
2024-01-06,Maharashtra,Pune,85,201,55,74,72,11,22,8,2
2024-01-07,Maharashtra,Pune,64,196,50,78,68,8,32,9,0
2024-01-08,Maharashtra,Pune,61,224,87,99,38,14,56,7,0
2024-01-09,Maharashtra,Pune,84,187,64,69,54,8,24,7,0
2024-01-10,Maharashtra,Pune,70,209,62,95,52,13,39,9,0
2024-01-11,Maharashtra,Pune,79,197,49,71,77,7,28,8,0
2024-01-12,Maharashtra,Pune,66,195,52,74,69,10,30,6,0
2024-01-13,Maharashtra,Pune,85,238,85,77,76,7,28,9,1
2024-01-14,Maharashtra,Pune,81,205,68,72,65,8,24,6,1
2024-01-15,Maharashtra,Pune,66,205,72,64,69,6,18,8,5
2024-01-16,Maharashtra,Pune,65,221,81,82,58,14,42,8,0
2024-01-17,Maharashtra,Pune,81,208,54,78,76,7,14,7,6
2024-01-18,Maharashtra,Pune,75,205,75,89,41,15,60,6,0
2024-01-19,Maharashtra,Pune,86,196,72,82,42,13,52,7,0
2024-01-20,Maharashtra,Pune,84,194,67,79,48,9,18,8,5
2024-01-21,Maharashtra,Pune,72,220,61,97,62,8,32,7,0
2024-01-22,Maharashtra,Pune,80,218,66,81,71,14,28,7,0
2024-01-23,Maharashtra,Pune,74,196,53,73,70,7,14,7,9
2024-01-24,Maharashtra,Pune,89,238,82,80,76,12,24,7,5
2024-01-25,Maharashtra,Pune,76,234,61,111,62,12,36,8,0
2024-01-26,Maharashtra,Pune,86,224,88,76,60,11,22,8,5
2024-01-27,Maharashtra,Pune,70,220,63,93,64,12,24,9,3
2024-01-28,Maharashtra,Pune,91,219,58,92,69,15,60,6,0
2024-01-29,Maharashtra,Pune,76,213,76,65,72,10,30,8,0
2024-01-30,Maharashtra,Pune,85,225,81,71,73,6,18,8,4
2024-01-31,Maharashtra,Pune,75,237,79,106,52,5,10,9,18
2024-02-01,Maharashtra,Pune,67,221,62,101,58,11,22,8,4
2024-02-02,Maharashtra,Pune,84,230,76,90,64,10,30,8,0
2024-02-03,Maharashtra,Pune,79,211,58,70,83,6,24,9,2
2024-02-04,Maharashtra,Pune,92,245,82,93,70,15,60,8,0
2024-02-05,Maharashtra,Pune,70,208,55,64,89,7,21,8,5
2024-02-06,Maharashtra,Pune,82,235,85,86,64,8,16,6,13
2024-02-07,Maharashtra,Pune,70,233,78,99,56,6,18,7,10
2024-02-08,Maharashtra,Pune,85,231,90,76,65,8,32,6,0
2024-02-09,Maharashtra,Pune,90,241,60,106,75,15,30,6,0
2024-02-10,Maharashtra,Pune,70,221,60,89,72,8,24,6,3
2024-02-11,Maharashtra,Pune,76,236,90,80,66,7,21,6,6
2024-02-12,Maharashtra,Pune,89,226,59,97,70,14,42,9,0
2024-02-13,Maharashtra,Pune,93,250,77,107,66,14,42,6,0
2024-02-14,Maharashtra,Pune,69,234,68,104,62,14,42,7,0
2024-02-15,Maharashtra,Pune,94,250,90,106,54,5,15,8,11
2024-02-16,Maharashtra,Pune,72,217,74,102,41,7,14,9,14
2024-02-17,Maharashtra,Pune,86,221,59,84,78,9,27,6,0
2024-02-18,Maharashtra,Pune,74,258,71,89,98,9,36,7,0
2024-02-19,Maharashtra,Pune,72,219,83,73,63,7,21,6,4
2024-02-20,Maharashtra,Pune,94,255,94,126,35,7,21,7,6
2024-02-21,Maharashtra,Pune,75,222,66,89,67,11,44,7,0
2024-02-22,Maharashtra,Pune,86,222,77,83,62,15,60,7,0
2024-02-23,Maharashtra,Pune,71,257,80,100,77,11,33,7,0
2024-02-24,Maharashtra,Pune,81,225,81,69,75,6,24,8,3
2024-02-25,Maharashtra,Pune,78,261,86,119,56,13,39,9,0
2024-02-26,Maharashtra,Pune,92,220,64,95,61,11,22,8,3
2024-02-27,Maharashtra,Pune,96,249,79,92,78,15,30,7,0
2024-02-28,Maharashtra,Pune,72,252,90,121,41,7,21,8,8
2024-02-29,Maharashtra,Pune,96,228,79,80,69,11,44,7,0
2024-03-01,Maharashtra,Pune,93,253,70,85,98,12,36,8,0
2024-03-02,Maharashtra,Pune,81,219,80,66,73,9,18,7,7
2024-03-03,Maharashtra,Pune,79,262,102,79,81,14,56,6,0
2024-03-04,Maharashtra,Pune,79,236,90,87,59,9,36,9,0
2024-03-05,Maharashtra,Pune,78,248,97,112,39,5,15,9,10
2024-03-06,Maharashtra,Pune,82,232,77,87,68,11,22,7,7
2024-03-07,Maharashtra,Pune,85,244,61,107,76,13,39,9,0
2024-03-08,Maharashtra,Pune,86,240,65,86,89,5,20,6,5
2024-03-09,Maharashtra,Pune,82,253,93,79,81,15,45,8,0
2024-03-10,Maharashtra,Pune,89,264,100,95,69,11,44,8,0
2024-03-11,Maharashtra,Pune,80,223,77,99,47,7,28,7,0
2024-03-12,Maharashtra,Pune,97,239,74,90,75,15,30,9,0
2024-03-13,Maharashtra,Pune,81,246,90,115,41,10,30,8,0
2024-03-14,Maharashtra,Pune,94,265,83,93,89,13,26,9,6
2024-03-15,Maharashtra,Pune,94,263,86,109,68,14,28,6,5
2024-03-16,Maharashtra,Pune,93,262,96,81,85,8,16,6,12
2024-03-17,Maharashtra,Pune,90,254,69,99,86,7,14,7,13
2024-03-18,Maharashtra,Pune,76,241,87,87,67,9,18,6,6
2024-03-19,Maharashtra,Pune,90,260,103,124,33,14,28,7,5
2024-03-20,Maharashtra,Pune,95,263,100,104,59,11,33,9,0
2024-03-21,Maharashtra,Pune,80,228,65,113,50,9,18,6,7
2024-03-22,Maharashtra,Pune,93,254,79,110,65,9,18,9,9
2024-03-23,Maharashtra,Pune,87,236,60,104,72,10,40,7,0
2024-03-24,Maharashtra,Pune,95,240,66,107,67,5,15,7,15
2024-03-25,Maharashtra,Pune,77,233,78,94,61,8,24,7,3
2024-03-26,Maharashtra,Pune,83,229,66,88,75,11,44,8,0
2024-03-27,Maharashtra,Pune,96,221,71,92,58,13,26,8,1
2024-03-28,Maharashtra,Pune,86,219,64,107,48,8,16,9,13
2024-03-29,Maharashtra,Pune,87,250,90,117,43,7,14,7,14
2024-03-30,Maharashtra,Pune,97,220,81,82,57,14,42,7,0
2024-03-31,Maharashtra,Pune,76,230,86,87,57,8,32,9,0
2024-04-01,Maharashtra,Pune,73,230,81,70,79,14,42,7,0
2024-04-02,Maharashtra,Pune,74,259,80,82,97,7,21,7,6
2024-04-03,Maharashtra,Pune,96,254,73,99,82,14,42,9,0
2024-04-04,Maharashtra,Pune,88,238,71,83,84,15,45,8,0
2024-04-05,Maharashtra,Pune,87,226,69,108,49,8,24,7,4
2024-04-06,Maharashtra,Pune,83,264,73,109,82,5,10,8,17
2024-04-07,Maharashtra,Pune,94,259,85,92,82,6,12,6,14
2024-04-08,Maharashtra,Pune,76,243,81,97,65,7,28,8,1
2024-04-09,Maharashtra,Pune,89,235,90,74,71,9,36,8,0
2024-04-10,Maharashtra,Pune,81,228,67,92,69,9,27,9,1
2024-04-11,Maharashtra,Pune,82,229,73,94,62,9,18,7,8
2024-04-12,Maharashtra,Pune,81,249,91,116,42,8,16,6,8
2024-04-13,Maharashtra,Pune,88,253,97,93,63,5,10,6,19
2024-04-14,Maharashtra,Pune,89,225,57,100,68,14,56,6,0
2024-04-15,Maharashtra,Pune,94,246,65,118,63,9,36,8,0
2024-04-16,Maharashtra,Pune,78,237,66,112,59,8,24,9,5
2024-04-17,Maharashtra,Pune,97,226,75,90,61,8,32,7,0
2024-04-18,Maharashtra,Pune,84,242,82,115,45,9,18,6,8
2024-04-19,Maharashtra,Pune,78,235,60,85,90,8,16,7,15
2024-04-20,Maharashtra,Pune,97,226,63,112,51,5,15,7,10
2024-04-21,Maharashtra,Pune,89,228,64,85,79,6,24,6,3
2024-04-22,Maharashtra,Pune,84,237,67,108,62,11,44,7,0
2024-04-23,Maharashtra,Pune,96,264,95,107,62,12,36,9,0
2024-04-24,Maharashtra,Pune,90,240,64,110,66,15,60,7,0
2024-04-25,Maharashtra,Pune,93,224,56,93,75,12,24,7,4
2024-04-26,Maharashtra,Pune,85,248,96,111,41,10,20,8,11
2024-04-27,Maharashtra,Pune,89,250,86,93,71,7,14,9,14
2024-04-28,Maharashtra,Pune,74,232,65,102,65,8,32,7,0
2024-04-29,Maharashtra,Pune,77,249,88,98,63,15,60,7,0
2024-04-30,Maharashtra,Pune,94,259,91,114,54,13,52,8,0
2024-05-01,Maharashtra,Pune,76,244,72,82,90,10,30,8,0
2024-05-02,Maharashtra,Pune,73,221,68,69,84,8,16,7,6
2024-05-03,Maharashtra,Pune,83,233,89,105,39,10,40,6,0
2024-05-04,Maharashtra,Pune,86,243,74,105,64,14,28,8,2
2024-05-05,Maharashtra,Pune,83,255,92,93,70,11,22,8,8
2024-05-06,Maharashtra,Pune,95,253,97,94,62,14,56,7,0
2024-05-07,Maharashtra,Pune,91,242,74,109,59,15,60,8,0
2024-05-08,Maharashtra,Pune,77,213,62,77,74,11,33,9,0
2024-05-09,Maharashtra,Pune,75,255,65,126,64,13,26,8,3
2024-05-10,Maharashtra,Pune,90,251,71,124,56,13,26,9,3
2024-05-11,Maharashtra,Pune,86,247,96,117,34,6,18,7,8
2024-05-12,Maharashtra,Pune,89,226,71,102,53,7,21,7,5
2024-05-13,Maharashtra,Pune,82,244,84,103,57,13,52,7,0
2024-05-14,Maharashtra,Pune,93,224,86,71,67,12,24,9,3
2024-05-15,Maharashtra,Pune,95,250,65,94,91,10,40,6,0
2024-05-16,Maharashtra,Pune,77,219,59,99,61,15,30,8,0
2024-05-17,Maharashtra,Pune,87,245,88,98,59,12,36,8,0
2024-05-18,Maharashtra,Pune,83,242,70,110,62,6,18,9,8
2024-05-19,Maharashtra,Pune,74,223,86,79,58,7,21,7,5
2024-05-20,Maharashtra,Pune,77,221,66,93,62,14,42,7,0
2024-05-21,Maharashtra,Pune,77,217,77,82,58,5,10,6,20
2024-05-22,Maharashtra,Pune,69,214,57,80,77,15,45,8,0
2024-05-23,Maharashtra,Pune,90,252,97,97,58,15,60,6,0
2024-05-24,Maharashtra,Pune,93,227,65,105,57,13,26,6,2
2024-05-25,Maharashtra,Pune,75,209,82,90,37,15,30,6,0
2024-05-26,Maharashtra,Pune,77,228,76,99,53,12,48,9,0
2024-05-27,Maharashtra,Pune,80,211,77,92,42,15,45,8,0
2024-05-28,Maharashtra,Pune,80,246,86,102,58,9,18,7,13
2024-05-29,Maharashtra,Pune,84,209,66,86,57,10,40,7,0
2024-05-30,Maharashtra,Pune,69,228,68,82,78,15,30,9,0
2024-05-31,Maharashtra,Pune,88,210,56,88,66,14,56,7,0
2024-06-01,Maharashtra,Pune,80,210,71,82,57,11,22,7,4
2024-06-02,Maharashtra,Pune,66,241,69,115,57,13,52,9,0
2024-06-03,Maharashtra,Pune,75,221,71,86,64,5,15,7,8
2024-06-04,Maharashtra,Pune,70,205,73,72,60,11,22,9,4
2024-06-05,Maharashtra,Pune,82,246,70,115,61,9,27,6,4
2024-06-06,Maharashtra,Pune,67,200,66,78,56,5,20,8,5
2024-06-07,Maharashtra,Pune,82,223,71,90,62,13,26,7,0
2024-06-08,Maharashtra,Pune,84,211,64,64,83,10,30,7,0
2024-06-09,Maharashtra,Pune,76,222,63,74,85,14,42,6,0
2024-06-10,Maharashtra,Pune,80,207,62,103,42,6,12,7,15
2024-06-11,Maharashtra,Pune,84,233,64,109,60,14,56,9,0
2024-06-12,Maharashtra,Pune,79,242,92,85,65,10,40,9,0
2024-06-13,Maharashtra,Pune,70,215,55,69,91,9,36,9,0
2024-06-14,Maharashtra,Pune,64,200,65,95,40,12,24,9,0
2024-06-15,Maharashtra,Pune,87,210,60,80,70,7,14,7,12
2024-06-16,Maharashtra,Pune,64,214,84,91,39,12,48,6,0
2024-06-17,Maharashtra,Pune,66,205,53,72,80,5,10,6,7
2024-06-18,Maharashtra,Pune,81,237,88,77,72,10,20,8,10
2024-06-19,Maharashtra,Pune,70,211,59,94,58,15,30,6,0
2024-06-20,Maharashtra,Pune,82,219,73,76,70,8,32,8,0
2024-06-21,Maharashtra,Pune,84,230,88,105,37,9,27,7,1
2024-06-22,Maharashtra,Pune,66,215,62,80,73,9,18,8,7
2024-06-23,Maharashtra,Pune,78,205,76,83,46,5,10,8,9
2024-06-24,Maharashtra,Pune,70,223,67,76,80,7,21,9,3
2024-06-25,Maharashtra,Pune,68,227,72,108,47,7,21,9,7
2024-06-26,Maharashtra,Pune,86,212,65,86,61,5,15,8,12
2024-06-27,Maharashtra,Pune,61,227,65,86,76,12,36,7,0
2024-06-28,Maharashtra,Pune,76,232,75,114,43,12,48,8,0
2024-06-29,Maharashtra,Pune,73,208,68,67,73,11,22,9,2
2024-06-30,Maharashtra,Pune,73,203,68,83,52,14,56,9,0
2024-07-01,Maharashtra,Pune,62,225,76,90,59,10,30,7,0
2024-07-02,Maharashtra,Pune,75,218,71,93,54,8,32,6,0
2024-07-03,Maharashtra,Pune,67,219,80,103,36,6,18,7,11
2024-07-04,Maharashtra,Pune,66,187,50,58,79,6,12,9,8
2024-07-05,Maharashtra,Pune,71,226,58,74,94,12,48,7,0
2024-07-06,Maharashtra,Pune,67,217,74,104,39,6,24,6,1
2024-07-07,Maharashtra,Pune,68,216,84,95,37,5,15,6,9
2024-07-08,Maharashtra,Pune,64,213,71,89,53,11,22,6,5
2024-07-09,Maharashtra,Pune,70,196,64,69,63,13,39,6,0
2024-07-10,Maharashtra,Pune,65,209,57,69,83,6,24,8,2
2024-07-11,Maharashtra,Pune,82,185,67,67,51,6,24,9,0
2024-07-12,Maharashtra,Pune,79,203,79,84,40,10,20,9,3
2024-07-13,Maharashtra,Pune,64,188,52,74,62,5,10,8,14
2024-07-14,Maharashtra,Pune,61,192,50,58,84,14,56,6,0
2024-07-15,Maharashtra,Pune,75,185,65,84,36,11,33,7,0
2024-07-16,Maharashtra,Pune,75,216,64,98,54,11,33,9,0
2024-07-17,Maharashtra,Pune,73,212,76,94,42,15,30,6,0
2024-07-18,Maharashtra,Pune,59,185,64,57,64,12,24,6,0
2024-07-19,Maharashtra,Pune,57,204,73,91,40,7,14,7,9
2024-07-20,Maharashtra,Pune,60,196,75,87,34,13,52,7,0
2024-07-21,Maharashtra,Pune,74,176,58,56,62,10,30,7,0
2024-07-22,Maharashtra,Pune,66,200,66,64,70,15,45,8,0
2024-07-23,Maharashtra,Pune,67,198,51,79,68,9,27,8,0
2024-07-24,Maharashtra,Pune,69,172,53,57,62,5,20,6,1
2024-07-25,Maharashtra,Pune,76,214,84,70,60,13,52,7,0
2024-07-26,Maharashtra,Pune,73,202,68,79,55,9,18,7,6
2024-07-27,Maharashtra,Pune,58,174,65,59,50,9,18,9,4
2024-07-28,Maharashtra,Pune,59,168,65,70,33,6,12,6,5
2024-07-29,Maharashtra,Pune,54,172,50,56,66,9,36,9,0
2024-07-30,Maharashtra,Pune,59,193,64,69,60,13,52,7,0
2024-07-31,Maharashtra,Pune,71,207,70,94,43,13,39,8,0
2024-08-01,Maharashtra,Pune,55,194,76,71,47,10,30,7,0
2024-08-02,Maharashtra,Pune,66,202,66,89,47,13,39,6,0
2024-08-03,Maharashtra,Pune,58,185,46,76,63,6,24,7,0
2024-08-04,Maharashtra,Pune,72,197,62,76,59,14,56,9,0
2024-08-05,Maharashtra,Pune,64,204,51,81,72,8,16,9,7
2024-08-06,Maharashtra,Pune,61,193,63,82,48,5,20,7,2
2024-08-07,Maharashtra,Pune,56,185,55,67,63,6,18,6,2
2024-08-08,Maharashtra,Pune,59,160,43,74,43,11,33,6,0
2024-08-09,Maharashtra,Pune,55,157,59,63,35,13,26,9,0
2024-08-10,Maharashtra,Pune,58,170,64,59,47,6,12,9,7
2024-08-11,Maharashtra,Pune,72,202,52,71,79,7,14,7,12
2024-08-12,Maharashtra,Pune,68,192,59,91,42,9,36,9,0
2024-08-13,Maharashtra,Pune,62,179,67,81,31,7,14,9,5
2024-08-14,Maharashtra,Pune,71,184,65,87,32,7,14,7,5
2024-08-15,Maharashtra,Pune,52,193,70,76,47,10,40,6,0
2024-08-16,Maharashtra,Pune,71,153,44,65,44,13,26,8,0
2024-08-17,Maharashtra,Pune,67,155,48,49,58,13,26,7,0
2024-08-18,Maharashtra,Pune,50,163,42,54,67,14,42,7,0
2024-08-19,Maharashtra,Pune,64,177,56,80,41,9,18,7,2
2024-08-20,Maharashtra,Pune,53,149,51,71,27,14,28,7,0
2024-08-21,Maharashtra,Pune,61,183,69,86,28,8,24,7,0
2024-08-22,Maharashtra,Pune,58,157,57,66,34,7,21,9,0
2024-08-23,Maharashtra,Pune,59,196,65,97,34,14,28,9,0
2024-08-24,Maharashtra,Pune,64,148,53,46,49,10,20,7,0
2024-08-25,Maharashtra,Pune,71,185,55,70,60,14,56,9,0
2024-08-26,Maharashtra,Pune,62,147,37,68,42,6,24,8,0
2024-08-27,Maharashtra,Pune,73,161,57,74,30,13,39,8,0
2024-08-28,Maharashtra,Pune,52,147,45,44,58,8,32,9,0
2024-08-29,Maharashtra,Pune,63,176,59,76,41,5,20,6,1
2024-08-30,Maharashtra,Pune,67,157,39,62,56,6,18,6,1
2024-08-31,Maharashtra,Pune,60,169,63,65,41,13,26,8,0
2024-09-01,Maharashtra,Pune,50,169,45,71,53,13,52,6,0
2024-09-02,Maharashtra,Pune,72,174,54,62,58,12,48,7,0
2024-09-03,Maharashtra,Pune,61,182,54,84,44,9,27,9,0
2024-09-04,Maharashtra,Pune,55,161,53,71,37,7,21,8,0
2024-09-05,Maharashtra,Pune,60,186,72,58,56,6,12,8,5
2024-09-06,Maharashtra,Pune,51,159,49,74,36,8,24,7,0
2024-09-07,Maharashtra,Pune,62,146,53,68,25,15,45,7,0
2024-09-08,Maharashtra,Pune,67,165,46,68,51,7,21,6,0
2024-09-09,Maharashtra,Pune,47,162,58,75,29,7,21,7,0
2024-09-10,Maharashtra,Pune,49,176,55,67,54,12,36,7,0
2024-09-11,Maharashtra,Pune,48,173,54,56,63,15,45,9,0
2024-09-12,Maharashtra,Pune,55,145,45,55,45,6,18,6,0
2024-09-13,Maharashtra,Pune,50,158,52,69,37,6,18,7,1
2024-09-14,Maharashtra,Pune,57,178,67,60,51,15,60,6,0
2024-09-15,Maharashtra,Pune,71,162,53,57,52,5,15,8,3
2024-09-16,Maharashtra,Pune,65,170,62,62,46,8,16,6,2
2024-09-17,Maharashtra,Pune,60,166,57,65,44,8,24,8,0
2024-09-18,Maharashtra,Pune,67,186,71,68,47,10,20,6,2
2024-09-19,Maharashtra,Pune,51,179,67,80,32,13,52,6,0
2024-09-20,Maharashtra,Pune,66,180,61,59,60,14,42,9,0
2024-09-21,Maharashtra,Pune,68,140,52,56,32,9,18,6,0
2024-09-22,Maharashtra,Pune,65,190,52,89,49,5,15,7,8
2024-09-23,Maharashtra,Pune,56,185,73,84,28,12,36,9,0
2024-09-24,Maharashtra,Pune,49,172,57,78,37,15,45,6,0
2024-09-25,Maharashtra,Pune,53,188,66,76,46,14,56,7,0
2024-09-26,Maharashtra,Pune,70,179,51,87,41,11,33,9,0
2024-09-27,Maharashtra,Pune,46,160,42,51,67,9,18,8,1
2024-09-28,Maharashtra,Pune,66,141,37,48,56,7,21,6,0
2024-09-29,Maharashtra,Pune,52,155,44,74,37,15,60,6,0
2024-09-30,Maharashtra,Pune,61,150,39,65,46,6,12,6,3
2024-10-01,Maharashtra,Pune,51,179,49,65,65,9,18,9,2
2024-10-02,Maharashtra,Pune,67,167,57,75,35,10,40,8,0
2024-10-03,Maharashtra,Pune,59,169,56,64,49,6,24,9,0
2024-10-04,Maharashtra,Pune,47,181,72,87,22,14,42,7,0
2024-10-05,Maharashtra,Pune,62,181,59,80,42,6,18,8,4
2024-10-06,Maharashtra,Pune,63,156,49,48,59,14,56,8,0
2024-10-07,Maharashtra,Pune,68,172,58,52,62,7,21,6,0
2024-10-08,Maharashtra,Pune,49,176,60,86,30,15,60,9,0
2024-10-09,Maharashtra,Pune,46,160,57,59,44,15,30,6,0
2024-10-10,Maharashtra,Pune,70,163,49,79,35,6,18,6,1
2024-10-11,Maharashtra,Pune,48,146,41,48,57,14,42,6,0
2024-10-12,Maharashtra,Pune,59,171,46,72,53,8,24,7,0
2024-10-13,Maharashtra,Pune,70,184,53,63,68,8,16,6,7
2024-10-14,Maharashtra,Pune,59,153,58,60,35,5,10,6,4
2024-10-15,Maharashtra,Pune,46,161,54,65,42,13,52,8,0
2024-10-16,Maharashtra,Pune,60,159,53,68,38,12,36,9,0
2024-10-17,Maharashtra,Pune,68,144,41,45,58,9,36,9,0
2024-10-18,Maharashtra,Pune,62,167,57,80,30,12,24,6,0
2024-10-19,Maharashtra,Pune,68,173,60,61,52,6,24,8,0
2024-10-20,Maharashtra,Pune,59,168,59,63,46,11,22,8,0
2024-10-21,Maharashtra,Pune,46,187,63,66,58,11,22,9,1
2024-10-22,Maharashtra,Pune,63,189,59,81,49,5,10,7,15
2024-10-23,Maharashtra,Pune,66,174,45,73,56,7,28,7,0
2024-10-24,Maharashtra,Pune,60,159,56,63,40,5,15,7,4
2024-10-25,Maharashtra,Pune,55,191,53,64,74,12,24,6,0
2024-10-26,Maharashtra,Pune,50,151,56,47,48,15,60,8,0
2024-10-27,Maharashtra,Pune,70,189,60,77,52,9,18,7,3
2024-10-28,Maharashtra,Pune,62,193,63,91,39,5,20,6,2
2024-10-29,Maharashtra,Pune,66,187,66,91,30,11,33,9,0
2024-10-30,Maharashtra,Pune,50,147,38,69,40,5,15,8,2
2024-10-31,Maharashtra,Pune,57,176,58,57,61,12,48,8,0
2024-11-01,Maharashtra,Pune,67,192,75,92,25,5,10,7,14
2024-11-02,Maharashtra,Pune,71,156,40,77,39,8,32,8,0
2024-11-03,Maharashtra,Pune,62,155,44,49,62,14,42,9,0
2024-11-04,Maharashtra,Pune,63,186,59,91,36,15,60,8,0
2024-11-05,Maharashtra,Pune,73,193,55,84,54,14,28,7,0
2024-11-06,Maharashtra,Pune,64,173,66,75,32,13,39,6,0
2024-11-07,Maharashtra,Pune,50,155,46,58,51,9,18,8,1
2024-11-08,Maharashtra,Pune,70,195,72,79,44,12,48,6,0
2024-11-09,Maharashtra,Pune,65,167,58,83,26,10,20,6,0
2024-11-10,Maharashtra,Pune,60,181,70,59,52,8,24,7,0
2024-11-11,Maharashtra,Pune,70,151,38,47,66,15,45,7,0
2024-11-12,Maharashtra,Pune,71,170,46,53,71,14,42,7,0
2024-11-13,Maharashtra,Pune,67,172,44,84,44,5,20,8,0
2024-11-14,Maharashtra,Pune,58,173,55,62,56,14,42,8,0
2024-11-15,Maharashtra,Pune,53,199,51,72,76,6,24,8,0
2024-11-16,Maharashtra,Pune,69,172,48,76,48,12,36,8,0
2024-11-17,Maharashtra,Pune,73,163,49,70,44,13,26,6,0
2024-11-18,Maharashtra,Pune,59,157,43,76,38,13,26,8,0
2024-11-19,Maharashtra,Pune,52,189,48,76,65,13,39,7,0
2024-11-20,Maharashtra,Pune,53,166,53,79,34,14,56,8,0
2024-11-21,Maharashtra,Pune,68,194,68,67,59,13,26,9,0
2024-11-22,Maharashtra,Pune,67,169,46,54,69,5,15,9,3
2024-11-23,Maharashtra,Pune,59,188,71,81,36,14,42,9,0
2024-11-24,Maharashtra,Pune,67,182,68,80,34,9,18,8,4
2024-11-25,Maharashtra,Pune,75,194,49,61,84,6,12,8,6
2024-11-26,Maharashtra,Pune,72,172,50,65,57,14,42,8,0
2024-11-27,Maharashtra,Pune,74,174,60,80,34,7,21,6,0
2024-11-28,Maharashtra,Pune,71,200,56,76,68,12,36,7,0
2024-11-29,Maharashtra,Pune,66,201,70,61,70,12,36,6,0
2024-11-30,Maharashtra,Pune,57,195,64,60,71,6,18,7,3
2024-12-01,Maharashtra,Pune,68,189,53,57,79,9,36,6,0
2024-12-02,Maharashtra,Pune,72,179,49,83,47,14,56,6,0
2024-12-03,Maharashtra,Pune,65,185,52,73,60,15,60,6,0
2024-12-04,Maharashtra,Pune,56,190,65,58,67,5,20,9,2
2024-12-05,Maharashtra,Pune,55,196,62,85,49,15,30,7,0
2024-12-06,Maharashtra,Pune,77,177,59,70,48,15,60,7,0
2024-12-07,Maharashtra,Pune,72,182,60,78,44,9,18,8,4
2024-12-08,Maharashtra,Pune,78,182,68,55,59,12,48,9,0
2024-12-09,Maharashtra,Pune,69,180,67,58,55,14,28,6,0
2024-12-10,Maharashtra,Pune,78,199,67,91,41,8,24,6,0
2024-12-11,Maharashtra,Pune,59,182,68,78,36,15,45,6,0
2024-12-12,Maharashtra,Pune,57,214,81,97,36,5,10,6,10
2024-12-13,Maharashtra,Pune,69,191,69,72,50,5,10,8,12
2024-12-14,Maharashtra,Pune,72,174,69,73,32,10,20,7,1
2024-12-15,Maharashtra,Pune,56,178,57,79,42,9,18,7,2
2024-12-16,Maharashtra,Pune,75,208,63,83,62,6,24,8,1
2024-12-17,Maharashtra,Pune,72,200,78,87,35,15,60,8,0
2024-12-18,Maharashtra,Pune,59,211,74,83,54,14,28,9,0
2024-12-19,Maharashtra,Pune,79,214,84,96,34,11,33,9,0
